column1,camis,violation_code,violation_description,action,score,inspection_type,grade,grade_date,inspection_date,critical_flag,record_date
11422,40729439,04M,Live roaches present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,22,Cycle Inspection / Initial Inspection,NULL,NULL,2019-08-05 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11423,50013468,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Violations were cited in the following area(s).,20,Cycle Inspection / Initial Inspection,NULL,NULL,2022-05-11 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
12720,50094207,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,0,Pre-permit (Operational) / Initial Inspection,N,NULL,2021-11-16 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11424,41701563,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,35,Cycle Inspection / Initial Inspection,NULL,NULL,2022-05-04 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11425,50089307,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Violations were cited in the following area(s).,26,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2020-01-17 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11426,50062660,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,9,Cycle Inspection / Re-inspection,A,2020-01-06 00:00:00.0000000,2020-01-06 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11427,50036372,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2021-11-01 00:00:00.0000000,2021-11-01 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11428,50116588,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Violations were cited in the following area(s).,84,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2022-02-22 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11429,40840124,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,3,Cycle Inspection / Initial Inspection,A,2020-02-12 00:00:00.0000000,2020-02-12 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11430,41637941,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,17,Cycle Inspection / Re-inspection,B,2018-12-26 00:00:00.0000000,2018-12-26 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11431,50057675,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,11,Cycle Inspection / Re-inspection,A,2019-07-24 00:00:00.0000000,2019-07-24 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11432,50013704,15E2,Flavored tobacco products sold or offered for sale,Violations were cited in the following area(s).,NULL,Smoke-Free Air Act / Initial Inspection,NULL,NULL,2021-12-16 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11433,50054979,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,35,Cycle Inspection / Initial Inspection,NULL,NULL,2019-08-22 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11434,50045647,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,33,Cycle Inspection / Re-inspection,C,2022-01-28 00:00:00.0000000,2022-01-28 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11435,50071470,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,18,Cycle Inspection / Initial Inspection,NULL,NULL,2019-05-29 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11436,50038140,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,13,Cycle Inspection / Re-inspection,A,2019-11-20 00:00:00.0000000,2019-11-20 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
12789,50017642,09B,Thawing procedures improper.,Violations were cited in the following area(s).,4,Cycle Inspection / Initial Inspection,A,2019-08-15 00:00:00.0000000,2019-08-15 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11437,50102906,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,12,Pre-permit (Operational) / Initial Inspection,A,2021-07-23 00:00:00.0000000,2021-07-23 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11438,50049958,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Establishment re-opened by DOHMH.,9,Cycle Inspection / Reopening Inspection,C,2017-04-12 00:00:00.0000000,2017-04-12 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11439,50067841,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Violations were cited in the following area(s).,13,Cycle Inspection / Initial Inspection,A,2022-05-25 00:00:00.0000000,2022-05-25 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11440,50093653,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2020-02-20 00:00:00.0000000,2020-02-20 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11441,50111306,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,62,Cycle Inspection / Re-inspection,Z,2022-03-03 00:00:00.0000000,2022-03-03 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11442,50001394,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Violations were cited in the following area(s).,16,Cycle Inspection / Initial Inspection,NULL,NULL,2019-04-03 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11443,50072637,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,6,Cycle Inspection / Initial Inspection,A,2022-01-21 00:00:00.0000000,2022-01-21 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11444,50047488,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,23,Cycle Inspection / Re-inspection,B,2017-05-22 00:00:00.0000000,2017-05-22 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11445,50104289,06F,Wiping cloths soiled or not stored in sanitizing solution.,Violations were cited in the following area(s).,29,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2021-08-05 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11446,50009326,04M,Live roaches present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,11,Cycle Inspection / Re-inspection,A,2019-06-28 00:00:00.0000000,2019-06-28 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11447,50110450,06F,Wiping cloths soiled or not stored in sanitizing solution.,Violations were cited in the following area(s).,12,Pre-permit (Operational) / Initial Inspection,A,2021-08-13 00:00:00.0000000,2021-08-13 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11448,41705474,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2019-11-27 00:00:00.0000000,2019-11-27 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11449,41663220,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,17,Cycle Inspection / Initial Inspection,NULL,NULL,2019-07-17 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11450,50070493,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,56,Cycle Inspection / Initial Inspection,NULL,NULL,2019-11-21 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13604,50102731,04M,Live roaches present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,31,Pre-permit (Operational) / Re-inspection,C,2021-10-15 00:00:00.0000000,2021-10-15 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11451,50104425,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Violations were cited in the following area(s).,NULL,Administrative Miscellaneous / Initial Inspection,NULL,NULL,2022-05-04 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11452,40685858,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Violations were cited in the following area(s).,36,Cycle Inspection / Initial Inspection,NULL,NULL,2022-02-09 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
11453,50092485,10H,Proper sanitization not provided for utensil ware washing operation.,Violations were cited in the following area(s).,33,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2020-02-05 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
11454,50080605,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Violations were cited in the following area(s).,13,Cycle Inspection / Initial Inspection,A,2021-09-07 00:00:00.0000000,2021-09-07 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
