column1,camis,dba,boro,building,street,zipcode,phone,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,cuisine_description
236887,40369299,SEASHORE RESTAURANT,Bronx,591,CITY ISLAND AVENUE,10464,7188850300,40.85411834716797,-73.79057312011719,210,13,51600,2100408,2056350164,BX10,Seafood
189275,40369418,CAFFE REGGIO,Manhattan,119,MAC DOUGAL STREET,10012,2124759557,40.73020553588867,-74.00032043457031,102,01,6500,1008746,1005430021,MN23,Italian
228548,40369461,CAFE UN DEUX TROIS,Manhattan,123,WEST   44 STREET,10036,2123544148,40.75648498535156,-73.98397827148438,105,04,11900,1022629,1009970019,MN17,French
231362,40369482,ARMANDO'S PIZZA,Brooklyn,1366,PENNSYLVANIA AVENUE,11239,7186428253,40.64798355102539,-73.88192749023438,305,42,105804,3345673,3044520015,BK93,Pizza
200499,40369521,KNICKERBOCKER BAR & GRILL,Manhattan,33,UNIVERSITY PLACE,10003,2122288490,40.73196792602539,-73.99445343017578,102,02,5900,1009090,1005607501,MN23,American
214888,40369608,THE RIVER CAFE,Brooklyn,1,WATER STREET,11201,7185225200,40.70296096801758,-73.99433898925781,302,33,2100,3335852,3000250001,BK38,American
236658,40369619,MUDVILLE SALOON,Manhattan,126,CHAMBERS STREET,10007,2129649464,40.71529769897461,-74.0087890625,101,01,2100,1001482,1001360019,MN24,American
212863,40369641,JOHNNY'S REEF RESTAURANT,Bronx,2,CITY ISLAND AVENUE,10464,7188852086,40.83766555786133,-73.78289794921875,210,13,51600,2082394,2056370001,BX10,Seafood
234896,40369667,WHITE CASTLE,Brooklyn,846,EMPIRE BOULEVARD,11213,7187563377,40.663490295410156,-73.93226623535156,309,41,88000,3251162,3014300034,BK60,Hamburgers
118447,40369669,WHITE CASTLE,Bronx,2701,BOSTON POST ROAD,10467,7182314978,40.865623474121094,-73.86225128173828,211,13,34000,2053784,2045140001,BX07,Hamburgers
118719,40369675,WHITE CASTLE,Queens,4302,QUEENS BOULEVARD,11104,7187862475,40.74345016479492,-73.92132568359375,402,26,18300,4001992,4001680026,QN31,Hamburgers
192513,40369716,FERDINANDO'S RESTAURANT,Brooklyn,151,UNION STREET,11231,7188551545,40.68412399291992,-74.00205993652344,306,39,5100,3004269,3003360037,BK33,Italian
240694,40369782,MCDONALD'S,Brooklyn,701,UTICA AVENUE,11203,7187780023,40.65618133544922,-73.93084716796875,317,41,86800,3100849,3046370035,BK96,Hamburgers
244726,40369849,GINO'S PIZZERIA,Queens,6132,SPRINGFIELD BOULEVARD,11364,7182251475,40.74878692626953,-73.75656127929688,411,23,136700,4162212,4076100008,QN42,Pizza
242226,40369878,VILLA MOSCONI RESTAURANT,Manhattan,69,MACDOUGAL STREET,10012,2126730390,40.728538513183594,-74.0017318725586,102,03,6500,1008307,1005260034,MN23,Italian
224503,40369940,THE NEW AMITY RESTAURANT,Manhattan,1134,MADISON AVENUE,10028,2128613255,40.779747009277344,-73.95963287353516,108,04,15001,1046819,1014960017,MN40,American
237705,40369958,SPARKS STEAK HOUSE,Manhattan,210,EAST   46 STREET,10017,2126874855,40.75309753417969,-73.97209930419922,106,04,9000,1037596,1013190047,MN19,Steakhouse
242056,40369983,THE DART SPORTS BAR,Queens,8318,PARSONS BOULEVARD,11432,7182911894,40.71527099609375,-73.80770111083984,408,24,23000,4145714,4067170104,QN35,American
206264,40370015,BAMONTE'S RESTAURANT,Brooklyn,32,WITHERS STREET,11211,7183848831,40.716712951660156,-73.95148468017578,301,33,51500,3068243,3027410013,BK73,Italian
227722,40370150,JOHN MULLIGAN'S FIRESIDE PUB,Bronx,4272,KATONAH AVENUE,10470,3473468001,40.89778518676758,-73.86721801757812,212,11,45101,2019371,2033840001,BX62,American
237717,40370167,BURGER KING,Queens,22210,NORTHERN BOULEVARD,11361,7182251695,40.76185989379883,-73.75920104980469,411,19,147100,4160989,4074740016,QN46,Hamburgers
202404,40370168,EAR INN,Manhattan,326,SPRING STREET,10013,2122269060,40.72599411010742,-74.0093002319336,102,03,3700,1010344,1005950071,MN24,American
164516,40370238,BURGER KING,Queens,6815,NORTHERN BOULEVARD,11377,7187794875,40.75425338745117,-73.89781951904297,403,25,30902,4026245,4011640045,QN28,Hamburgers
237577,40370436,ROSSINI'S,Manhattan,108,EAST   38 STREET,10016,2126830135,40.74934768676758,-73.97894287109375,106,04,8000,1019118,1008930082,MN20,Italian
241285,40370463,THREE GUY'S RESTAURANT,Manhattan,960,MADISON AVENUE,10021,2126288108,40.77397537231445,-73.9638442993164,108,04,13000,1041694,1013900017,MN40,American
246986,40370507,THE PLAYERS,Manhattan,16,GRAMERCY PARK SOUTH,10003,2124756116,40.73777770996094,-73.98648071289062,106,02,5000,1017938,1008750069,MN21,American
245718,40370766,SMITH & WOLLENSKY,Manhattan,201,EAST   49 STREET,10017,2127531530,40.75505065917969,-73.97087860107422,106,04,9800,1038223,1013230001,MN19,American
244982,40370781,MCDONALD'S,Queens,16011,WILLETS POINT BOULEVARD,11357,7187466063,40.78062057495117,-73.80204010009766,407,19,101700,4107760,4047580100,QN47,Hamburgers
246774,40370856,OLIVE TREE CAFE & COMEDY CELLAR,Manhattan,117,MAC DOUGAL STREET,10012,2122543480,40.73012924194336,-74.0003890991211,102,01,6500,1008747,1005430022,MN23,American
244673,40370939,MANDUCATIS,Queens,13-27,JACKSON AVENUE,11101,7187294602,40.744468688964844,-73.94890594482422,402,26,700,4436618,4000570001,QN31,Italian
233712,40371454,WEST BANK CAFE,Manhattan,407,WEST   42 STREET,10036,2126956909,40.758609771728516,-73.99304962158203,104,03,12100,1083745,1010520001,MN15,American
205599,40371614,LA BARAKA RESTAURANT,Queens,25509,NORTHERN BOULEVARD,11362,7184281461,40.77203369140625,-73.73432922363281,411,19,147900,4169568,4081390049,QN45,French
241832,40371684,LIBERMAN'S LUNCHEONETTE,Brooklyn,4801,16 AVENUE,11204,7188518696,40.63150405883789,-73.9850082397461,312,44,47400,3128989,3054480010,BK88,Jewish/Kosher
113679,40371718,ZAFI'S LUNCHEONETTE,Manhattan,500,GRAND STREET,10002,2125332415,40.71473693847656,-73.98260498046875,103,01,1200,1004065,1003310065,MN28,American
247652,40371727,LA PALINA RESTAURANT,Brooklyn,159,AVENUE O,11204,7182369764,40.610774993896484,-73.97886657714844,311,44,43400,3173432,3065800034,BK29,Italian
216170,40371805,TY'S,Manhattan,114,CHRISTOPHER STREET,10014,2127419641,40.733192443847656,-74.00547790527344,102,03,7300,1010036,1005880048,MN23,Bottled Beverages
210606,40371906,MARINER INN,Brooklyn,3501,AVENUE S,11234,7183768058,40.60934066772461,-73.93197631835938,318,46,65800,3240112,3085020010,BK45,American
198403,40371988,NORTH SHORE DINER,Queens,19652,NORTHERN BLVD,11358,7182258000,40.75784683227539,-73.78456115722656,411,19,145101,4124565,4055200025,QN48,American
224607,40372112,GREEN HOUSE CAFE,Brooklyn,7717,THIRD AVENUE,11209,7188338200,40.62982177734375,-74.02845001220703,310,43,6400,3149778,3059600005,BK31,American
216425,40372196,MCDONALD'S,Bronx,3660,EAST TREMONT AVENUE,10465,7188281430,40.827579498291016,-73.82327270507812,210,13,15200,2079915,2055430086,BX52,Hamburgers
217196,40372262,LA RIPAILLE RESTAURANT,Manhattan,605,HUDSON STREET,10014,2122554406,40.73735427856445,-74.0057373046875,102,03,7900,1011371,1006240017,MN23,French
241756,40372357,MARINA CAFE,Staten Island,154,MANSION AVENUE,10308,7189673077,40.5443000793457,-74.14090728759766,503,51,15603,5066187,5052070039,SI54,Italian
211487,40372417,DON FILIPPO RESTAURANT,Manhattan,1133,LEXINGTON AVENUE,10075,2127443610,40.77464294433594,-73.9591064453125,108,04,14000,1043268,1014130153,MN40,Italian
120165,40372422,BURGER KING,Queens,9283,QUEENS BOULEVARD,11374,7185750116,40.731773376464844,-73.86656188964844,406,29,71702,4050127,4020750050,QN18,Hamburgers
245798,40372426,DAZIES RESTAURANT,Queens,3941,QUEENS BOULEVARD,11104,7187867013,40.7438850402832,-73.92488861083984,402,26,18101,4002508,4001900044,QN31,Italian
245714,40372445,OMONIA CAFE,Queens,32-20,BROADWAY,11106,7182746650,40.761478424072266,-73.92436218261719,401,22,5900,4008332,4006120040,QN70,Greek
135653,40372466,"MURALS ON 54, RANDOLPH'S",Manhattan,65,WEST   54 STREET,10019,2122477000,40.761863708496094,-73.97733306884766,105,04,10400,1034786,1012700001,MN17,American
230816,40372485,VETERANS OF FOREIGN WARS POST #107 CANTEEN,Brooklyn,2414,GERRITSEN AVENUE,11229,7187696094,40.59810256958008,-73.93101501464844,315,46,62800,3248376,3088270025,BK17,American
230571,40372596,TROPICAL HOUSE BAKING CO.,Brooklyn,267,SCHENECTADY AVENUE,11213,7187739523,40.66943359375,-73.93383026123047,308,35,35100,3037312,3013900005,BK61,Bakery Products/Desserts
173631,40372618,BURGER KING,Queens,154-05,ROCKAWAY BOULEVARD,11434,7185275044,40.66793441772461,-73.7809829711914,412,31,29400,4266764,4123100001,QN02,Hamburgers
246220,40372631,YANKEE JZ PIZZA,Bronx,1599,WESTCHESTER AVENUE,10472,7183284349,40.82917785644531,-73.8757095336914,209,18,5400,2025317,2037760001,BX08,Pizza
196473,40372694,CLINTON RESTAURANT,Queens,917,CLINTONVILLE STREET,11357,7187464800,40.79346466064453,-73.81314849853516,407,19,98700,4102818,4045260080,QN49,Italian
244698,40372971,RACQUET & TENNIS CLUB,Manhattan,370,PARK AVENUE,10022,2127539700,40.75879669189453,-73.97280883789062,105,04,10200,1035713,1012880033,MN17,American
201955,40373113,ASTRO RESTAURANT,Manhattan,101,WEST   55 STREET,10019,2124896284,40.76313781738281,-73.97840118408203,105,04,13700,1023394,1010080029,MN17,American
245096,40373118,GOLDEN DOVE DINER,Staten Island,3281,RICHMOND AVENUE,10312,7189671900,40.55901336669922,-74.16944122314453,503,51,14607,5073736,5055330038,SI54,American
108684,40373160,KORNER PIZZERIA,Brooklyn,226,CHURCH AVENUE,11218,7188533755,40.643375396728516,-73.97802734375,312,39,48800,3124589,3053350078,BK41,Pizza
199917,40373462,VILLA BERULIA,Manhattan,107,EAST   34 STREET,10016,2126891970,40.746864318847656,-73.98081970214844,106,02,7200,1078763,1008900001,MN20,Italian
228544,40373500,VICTOR'S CAFE,Manhattan,236,WEST   52 STREET,10019,2125867714,40.762962341308594,-73.98385620117188,105,03,13100,1080858,1010230051,MN17,Latin American
238221,40373597,PETES PIZZERIA & RESTAURANT,Brooklyn,7522,3 AVENUE,11209,7187455442,40.63124084472656,-74.02788543701172,310,43,6600,3148686,3059390047,BK31,Pizza
233111,40373656,KEENS STEAKHOUSE,Manhattan,72,WEST   36 STREET,10018,2129473636,40.75075149536133,-73.9861068725586,105,04,8400,1083645,1008370084,MN17,Steakhouse
240353,40373669,BuBo,Manhattan,515,3 AVENUE,10016,2125323300,40.74604797363281,-73.97786712646484,106,02,7800,1020177,1009150065,MN20,American
236407,40373794,READY PENNY INN,Queens,3707,73 STREET,11372,7188997208,40.7485237121582,-73.89263916015625,403,25,28900,4029796,4012847501,QN28,Irish
234837,40373888,IL MULINO,Manhattan,86,WEST    3 STREET,10012,2126733783,40.72984313964844,-73.99896240234375,102,01,6500,1008673,1005390017,MN23,Italian
233195,40373909,MCDONALD'S,Brooklyn,5804,CLARENDON ROAD,11203,7184510834,40.64491653442383,-73.92158508300781,317,45,94600,3221965,3079160035,BK96,Hamburgers
203363,40373912,THE MALT HOUSE,Manhattan,206,THOMPSON STREET,10012,2122287701,40.72878646850586,-73.99935150146484,102,01,6500,1077847,1005370037,MN23,American
234313,40373937,SHUN LEE,Manhattan,37,WEST   65 STREET,10023,2125958895,40.772274017333984,-73.98036193847656,107,06,14900,1028160,1011180005,MN14,Chinese
225794,40374088,PONGSRI THAI RESTAURANT,Manhattan,244,WEST   48 STREET,10036,2125823392,40.76051330566406,-73.9858169555664,105,03,12500,1024765,1010190059,MN17,Thai
213882,40374136,TONY'S PIER RESTAURANT,Bronx,1,CITY ISLAND AVENUE,10464,7188851424,40.8376579284668,-73.78292083740234,210,13,51600,2097766,2056240130,BX10,Seafood
202904,40374192,ELIO'S,Manhattan,1621,SECOND AVENUE,10028,2127722242,40.776702880859375,-73.95260620117188,108,05,14601,1048737,1015300022,MN32,Italian
117815,40374266,KASTELI II,Manhattan,372,8 AVENUE,10001,2125647515,40.74880599975586,-73.99591064453125,105,03,9500,1014275,1007780074,MN17,Irish
166806,40374277,MOLLY WEE PUB,Manhattan,402,8 AVENUE,10001,2129672627,40.749755859375,-73.99522399902344,105,03,10100,1014332,1007800001,MN17,Irish
239602,40374395,EL CARIBE,Brooklyn,5945,STRICKLAND AVENUE,11234,7185311200,40.6086540222168,-73.9142837524414,318,46,69800,3238580,3084701028,BK45,Italian
235743,40374415,OMEN JAPANESE CUISINE,Manhattan,113,THOMPSON STREET,10012,2129258923,40.72582244873047,-74.0018539428711,102,03,4900,1007787,1005030023,MN24,Japanese
74134,40374711,ROSIE O'GRADY RESTAURANT,Manhattan,800,7 AVENUE,10019,2125822975,40.76243591308594,-73.98229217529297,105,04,13100,1024827,1010240029,MN17,Irish
227251,40374814,EUROPA BAR,Queens,9402,SUTPHIN BOULEVARD,11435,7182971128,40.69890594482422,-73.806884765625,412,27,20800,4213954,4099930018,QN61,American
215977,40374834,CASA BELLA,Manhattan,127,MULBERRY STREET,10013,2124314080,40.717994689941406,-73.99803924560547,102,01,4100,1002652,1002060016,MN24,Italian
243950,40374974,CHEZ NAPOLEON,Manhattan,365,WEST   50 STREET,10019,2122656980,40.76320266723633,-73.98827362060547,104,03,13300,1025173,1010410005,MN15,French
243780,40375108,TURKEY'S NEST TAVERN,Brooklyn,94,BEDFORD AVENUE,11249,7183849774,40.720516204833984,-73.95484924316406,301,33,51700,3061540,3022900017,BK73,American
229852,40375286,LA VILLA DE PIZZA & RESTAURANT,Queens,8207,153 AVENUE,11414,7186418259,40.66608810424805,-73.85195922851562,410,32,6202,4246916,4114290034,QN57,Pizza
222938,40375369,OZONE PIZZERIA,Queens,9615,LIBERTY AVENUE,11417,7188459555,40.68068313598633,-73.84263610839844,410,32,4002,4189621,4091190035,QN56,Pizza
202639,40375616,ARTURO'S,Manhattan,1617,YORK AVENUE,10028,2125354480,40.77545166015625,-73.94747924804688,108,05,14401,1050540,1015650022,MN32,Italian
241770,40375699,GENE'S RESTURANT,Manhattan,73,WEST   11 STREET,10011,2126752048,40.73493576049805,-73.99718475341797,102,03,6300,1009601,1005750086,MN23,Italian
247360,40375839,COZY SOUP & BURGER,Manhattan,739,BROADWAY,10003,2124775566,40.729942321777344,-73.99295806884766,102,01,5700,1008840,1005480070,MN23,American
215775,40375929,VILLA FIORITA,Brooklyn,7720,18 AVENUE,11214,7188377950,40.61204528808594,-73.99734497070312,311,43,27600,3161451,3062480050,BK28,Italian
235183,40376077,FONTANA FAMOUS PIZZA & GYRO,Queens,20002,NORTHERN BOULEVARD,11361,7186310147,40.75771713256836,-73.78311157226562,411,19,146300,4124610,4055220001,QN46,Greek
219276,40376142,LUSARDI'S RESTAURANT,Manhattan,1494,SECOND AVENUE,10075,2122492020,40.77250671386719,-73.95564270019531,108,05,13400,1045226,1014520050,MN31,Italian
227054,40376204,PORTOFINO,Queens,10932,ASCAN AVENUE,11375,7182611239,40.71875,-73.84029388427734,406,29,76901,4078798,4032920015,QN17,Italian
236284,40376290,KING'S ARMS RESTAURANT,Staten Island,500,FOREST AVENUE,10310,7184480326,40.630435943603516,-74.10698699951172,501,49,12100,5007359,5002750045,SI35,American
215055,40376352,BLUE NOTE JAZZ,Manhattan,131,WEST    3 STREET,10012,2124750049,40.73076248168945,-74.00079345703125,102,01,6500,1008768,1005430066,MN23,American
224591,40376493,THE WATER CLUB,Manhattan,500,EAST   30 STREET,10016,2126833333,40.74089431762695,-73.97248840332031,106,04,6200,1088948,1009620098,MN20,Seafood
190428,40376495,MARCO POLO RISTORANTE,Brooklyn,345,COURT STREET,11231,7188525015,40.682281494140625,-73.99592590332031,306,39,7500,3007223,3004350009,BK33,Italian
244599,40376496,MANHATTAN MONSTER,Manhattan,80,GROVE STREET,10014,2129243557,40.73340606689453,-74.00242614746094,102,03,7100,1010232,1005920040,MN23,American
228705,40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,Manhattan,NULL,W 79 STREET,10024,2127695370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,American
194887,40376583,WAR MEMORIAL ICE SKATING RINK,Staten Island,0,MEMORIAL ICE SKATING,NULL,9179214213,0,0,NULL,NULL,NULL,NULL,5,NULL,American
243558,40376635,"TRIPOLI RESTAURANT, SWALLOW CAFE",Brooklyn,156,ATLANTIC AVENUE,11201,7185965800,40.690303802490234,-73.99464416503906,306,39,4500,3002955,3002850027,BK33,Mediterranean
226098,40376718,PJ BERNSTEIN DELI & RESTAURANT,Manhattan,1215,THIRD AVENUE,10021,2128790914,40.768611907958984,-73.9614028930664,108,04,12600,1043920,1014250001,MN31,Sandwiches
230144,40376735,PJ CARNEY'S,Manhattan,906,7 AVENUE,10019,2126640056,40.76573944091797,-73.9798812866211,105,04,13700,1024903,1010290027,MN17,Irish
243337,40376944,TOMOE SUSHI,Manhattan,172,THOMPSON STREET,10012,2127779346,40.72771072387695,-74.00025939941406,102,01,6500,1084919,1005250035,MN23,Japanese
230490,40377124,JP'S WATERSIDE RESTAURANT,Bronx,703,MINNIEFORD AVENUE,10464,7188853364,40.85725021362305,-73.79041290283203,210,13,51600,2000000,2056360177,BX10,Seafood
242266,40377243,JOHN & JOE PIZZERIA & RESTAURANT,Bronx,749,LYDIG AVENUE,10462,7184099776,40.85446548461914,-73.86589050292969,211,13,22403,2049410,2043190050,BX49,Pizza
199609,40377262,SUNSET PIZZERIA,Staten Island,645,ROSSVILLE AVENUE,10309,7183565918,40.54235076904297,-74.20823669433594,503,51,20801,5079745,5061450040,SI32,Pizza
200133,40377294,MCDONALD'S,Queens,7002,COOPER AVENUE,11385,7184970722,40.70174026489258,-73.88082885742188,405,30,62900,4090455,4037080033,QN19,Hamburgers
198367,40377325,JACKSON HOLE,Manhattan,521,THIRD AVENUE,10016,2126793264,40.74622344970703,-73.97773742675781,106,02,7800,1020174,1009150062,MN20,Hamburgers
176952,40377385,NAPOLI PIZZA,Queens,16402,69 AVENUE,11365,7183801172,40.73307418823242,-73.80475616455078,408,24,122701,4149770,4069310001,QN38,Pizza
236798,40377506,VESUVIO RESTAURANT & PIZZA,Brooklyn,7303,3 AVENUE,11209,7187450222,40.632713317871094,-74.02726745605469,310,43,6600,3147848,3059180009,BK31,Pizza
246759,40377560,HOT POT,Queens,22813,MERRICK BOULEVARD,11413,7185253201,40.67662811279297,-73.74198913574219,413,31,63200,4445249,4129670019,QN66,Caribbean
155159,40377630,JOHNS CAFE & RESTAURANT,Manhattan,823,SECOND AVENUE,10017,2128674955,40.75102615356445,-73.9713363647461,106,04,8800,1037564,1013170028,MN19,American
247069,40377789,CAFE LUXEMBOURG,Manhattan,200,WEST   70 STREET,10023,2128737411,40.7774658203125,-73.98301696777344,107,06,15500,1030348,1011580033,MN14,French
236261,40378035,"DUNKIN', BASKIN ROBBINS",Queens,15367,HORACE HARDING EXPRESSWAY,11367,7183584031,40.73939514160156,-73.81574249267578,407,20,83700,4141524,4064410030,QN62,Donuts
246872,40378136,BROADWAY RESTAURANT,Manhattan,2664,BROADWAY,10025,2128657074,40.79803466796875,-73.96929931640625,107,07,18700,1056505,1018730020,MN12,American
242128,40378190,NARITA JAPANESE RESTAURANT,Queens,10708,70 ROAD,11375,7182632999,40.72098159790039,-73.84561157226562,406,29,71100,4077496,4032390032,QN17,Japanese
222809,40378212,CUCHIFRITO,Manhattan,168,EAST  116 STREET,10029,2128764846,40.79828643798828,-73.94086456298828,111,08,18200,1052256,1016430044,MN34,Mexican
181879,40378571,IL CANTINORI RESTAURAUNT,Manhattan,32,EAST   10 STREET,10003,2126736044,40.73240280151367,-73.99307250976562,102,02,5900,1009097,1005610011,MN23,Italian
226888,40378579,ANDREWS COFFEE SHOP,Manhattan,463,7 AVENUE,10018,2126951962,40.75174331665039,-73.99005889892578,105,03,10900,1015222,1008110001,MN17,American
159646,40378796,KNIGHTS OF BARON DEKALB,Brooklyn,3000,EMMONS AVENUE,11235,7187436626,40.58388900756836,-73.93855285644531,315,48,62200,3248030,3088150035,BK17,American
179811,40378822,WEST CORK-UNION HALL,Staten Island,502,HENDERSON AVENUE,10310,7184422133,40.63810348510742,-74.1092529296875,501,49,10500,5003624,5001390001,SI35,American
229796,40378827,KOSHER HUT OF BROOKLYN,Brooklyn,709,KINGS HIGHWAY,11223,7183768996,40.606197357177734,-73.96543884277344,315,44,41800,3177500,3066640027,BK25,Jewish/Kosher
233130,40378874,TERRA BLUES,Manhattan,149,BLEEKER STREET,10012,2127777776,40.728267669677734,-73.99935913085938,102,01,6500,1008649,1005370036,MN23,American
233618,40379026,FLAMINGO,Queens,85-12,ROOSEVELT AVENUE,11372,7186061633,40.74793243408203,-73.88091278076172,404,21,26901,4037051,4015020003,QN29,Latin American
205233,40379149,MONTE'S,Manhattan,97,MACDOUGAL STREET,10012,2122289194,40.72944259643555,-74.00096130371094,102,01,6500,1008734,1005420052,MN23,Italian
